filename,reference,hypothesis,sample_wer_%,sample_cer_%
common_voice_bsk_41990298.wav,"The bird said to the wind, “No one heard my plea.”","No one listened to my appeal, the bird said to the wind",100.0,80.0
common_voice_bsk_41990300.wav,We will make supra and sharbat at the wedding just like in old times.,"Like in the old days, we used to have soupra and sharbat (traditional dish) at home.",114.29,86.96
common_voice_bsk_41997761.wav,The wind liked this bird very much.,the wind liked this bird a lot.,42.86,25.71
common_voice_bsk_41997775.wav,Forgive me.,Forgive me.,0.0,0.0
common_voice_bsk_41997817.wav,The girl was very happy with the boy.,The girl was more happy than the boy.,25.0,18.92
common_voice_bsk_41997819.wav,The mountain bread is baking.,The bread is ready.,40.0,51.72
common_voice_bsk_41997821.wav,My keys are lost.,My keys are lost.,0.0,0.0
common_voice_bsk_41997830.wav,Is your body okay?,How is your body?,100.0,55.56
common_voice_bsk_41997834.wav,She slept.,she slept.,50.0,10.0
common_voice_bsk_41997845.wav,Drop me down there.,you will get it here.,125.0,68.42
common_voice_bsk_41997857.wav,where did you say school?,when did you say school,40.0,12.0
common_voice_bsk_41997880.wav,How is the weather?,How is the weather?,0.0,0.0
common_voice_bsk_41997902.wav,what is your name?,What is your name?,25.0,5.56
common_voice_bsk_41997937.wav,Please come in.,Are you enjoying it?,133.33,100.0
common_voice_bsk_41997964.wav,it rained a lot.,It rained a lot.,25.0,6.25
common_voice_bsk_41997971.wav,there are like ghosts,they are playing futki.,75.0,61.9
common_voice_bsk_41997972.wav,Did you eat in the evening?,Did you have dinner in the evening?,33.33,37.04
common_voice_bsk_41997983.wav,you came.,you came.,0.0,0.0
common_voice_bsk_41998021.wav,are you able to go to the park?,you can go to the park.,50.0,38.71
common_voice_bsk_41998022.wav,They are also not making it in china.,they are making it in china as well.,75.0,48.65
common_voice_bsk_41998037.wav,she cried.,she cried.,0.0,0.0
common_voice_bsk_41998045.wav,she got up.,she woke up.,33.33,27.27
common_voice_bsk_41999376.wav,How far is it to the city?,how far is it to the city?,14.29,3.85
common_voice_bsk_41999382.wav,"by coming out of the mosque, you will see it at the left side of the hospital","after coming out from the mosque, you will see the hospital on the right side.",52.94,42.86
common_voice_bsk_41999386.wav,they got tall in height..,they are Thai.,80.0,60.0
common_voice_bsk_41999388.wav,he is a prince.,he is a prince.,0.0,0.0
common_voice_bsk_41999392.wav,it is 400 rupees for a day.,it will be 400 rupees a day.,42.86,37.04
common_voice_bsk_41999393.wav,the monkey jumped into the water.,the monkey jumped into the water.,0.0,0.0
common_voice_bsk_41999394.wav,he thought that it would hold his hand.,he thought that it will not come.,50.0,35.9
common_voice_bsk_41999395.wav,my grandfather’s name is Hurmat.,my grandfather’s name is Hurmat.,0.0,0.0
common_voice_bsk_41999398.wav,I made a fist and punched him.,i hit him with a stick.,100.0,76.67
common_voice_bsk_41999400.wav,she got so hungry.,they were starving.,100.0,72.22
common_voice_bsk_41999402.wav,wear a hat.,show me your palm.,133.33,118.18
common_voice_bsk_41999409.wav,I will walk.,I will walk.,0.0,0.0
common_voice_bsk_41999410.wav,if you are not coming then i will go.,"if you are not coming, i will go.",22.22,13.51
common_voice_bsk_41999411.wav,"forgive me, there is no space.","i am sorry, there is no space.",50.0,33.33
common_voice_bsk_41999417.wav,how much money do you have?,how much money do you have?,0.0,0.0
common_voice_bsk_41999436.wav,Shouldn’t I eat my own healthy bull rather than their skinny bull.,i will not eat that thick meat.,100.0,72.73
common_voice_bsk_41999442.wav,how far is it for the city?,how far is it to the city?,14.29,7.41
common_voice_bsk_41999449.wav,Grandmother was good at cultivating.,grandmother was skilled in gardening.,80.0,47.22
common_voice_bsk_41999454.wav,your sister is kissing you.,she is kissing you.,40.0,33.33
common_voice_bsk_41999458.wav,the place I am from is Sumayr.,i was at the place.,100.0,73.33
common_voice_bsk_41999462.wav,it thanked the wind so much.,it thanked the wind.,50.0,28.57
common_voice_bsk_41999463.wav,"Phiti (local Bread, outer part is hard and inner is soft) is ready.",The bread is ready.,84.62,76.12
common_voice_bsk_41999472.wav,Pigeon sat on my forehead,the pigeon perched on my head.,80.0,68.0
common_voice_bsk_41999669.wav,did you make a judgment?,Did you have a dream father?,80.0,54.17
common_voice_bsk_41999670.wav,Friends bride is so beautiful.,Friend’s bride is very beautiful.,40.0,16.67
common_voice_bsk_41999675.wav,"I love butter so much, and she used to keep butter in her box.","I love the butter, she used to keep the butter for me in her box.",50.0,41.94
common_voice_bsk_41999681.wav,are you comfortable here?,are you enjoying it here?,50.0,44.0
common_voice_bsk_41999682.wav,where is the post office here?,Where is the post office here?,16.67,3.33
common_voice_bsk_41999690.wav,An old lady said it.,An old lady said,20.0,20.0
common_voice_bsk_41999693.wav,I just ate rice and Tyler called me.,I had eaten the rice when Tyler called.,75.0,47.22
common_voice_bsk_41999694.wav,is your body cured now?,Is your body well now?,40.0,26.09
common_voice_bsk_41999700.wav,The sun has set.,Yesterday it was.,100.0,87.5
common_voice_bsk_41999713.wav,I will drink wine from tomorrow.,I will drink alcohol from tomorrow.,16.67,21.88
common_voice_bsk_41999715.wav,Our neighbours ate the dried meat.,we eat dried meat in winters.,100.0,76.47
common_voice_bsk_41999722.wav,man falls down daily.,The man always falls down.,100.0,80.95
common_voice_bsk_41999725.wav,and he encouraged him.,"yes, I heard it.",100.0,72.73
common_voice_bsk_41999728.wav,go from here.,go from here.,0.0,0.0
common_voice_bsk_41999743.wav,are you good?/ I am good.  Thanks to God.,"All is well, thanks to God’s kindness.",100.0,82.93
common_voice_bsk_41999753.wav,Would you like to drink tea or a bottle/cold drink?,will you drink tea or a bottle?,50.0,45.1
common_voice_bsk_41999760.wav,donkey sleeps everyday.,the donkey sleeps everyday.,33.33,17.39
common_voice_bsk_41999787.wav,we have to go to Baltit fort.,I have to go to Baltit fort.,14.29,6.9
common_voice_bsk_41999788.wav,Did you have lunch?,Did you have lunch?,0.0,0.0
common_voice_bsk_41999797.wav,we make noodle soup (dawdo) during winters.,We make soup with dried meat in the winters.,100.0,55.81
common_voice_bsk_41999798.wav,he loves this story so much.,He liked this story a lot.,66.67,35.71
common_voice_bsk_41999810.wav,he moved away.,He moved aside.,66.67,35.71
common_voice_bsk_41999812.wav,The doctor said i have sugar (Diabetes) and high Blood pressure,The doctor told me that I have diabetes and hypertension.,81.82,52.38
common_voice_bsk_41999824.wav,eat how much you can.,Eat until you are full.,100.0,80.95
common_voice_bsk_41999832.wav,your brother is kissing you.,Your brother kisses you.,60.0,25.0
common_voice_bsk_41999848.wav,is there any hotel nearby?,Is there any hotel nearby?,20.0,3.85
common_voice_bsk_41999858.wav,I cradled him.,I shook it.,66.67,64.29
common_voice_bsk_41999860.wav,The cat is under the bed,The cat is under the table.,16.67,16.67
common_voice_bsk_41999862.wav,hunza comes after gulmit,Hunza is before Gulmit.,100.0,50.0
common_voice_bsk_41999863.wav,it is beyond my understanding,It is beyond my thinking.,40.0,37.93
common_voice_bsk_41999864.wav,Discuss it,Think.,100.0,100.0
common_voice_bsk_41999869.wav,You woke me up,Did you wake me up?,100.0,50.0
common_voice_bsk_41999870.wav,What are these?,What are these?,0.0,0.0
common_voice_bsk_41999873.wav,we flew in the airplane,We flew in a plane,60.0,30.43
common_voice_bsk_41999874.wav,it is snowing,It is snowing.,66.67,15.38
common_voice_bsk_41999875.wav,it is very thick,it is as thick as leather.,75.0,100.0
common_voice_bsk_41999876.wav,I love snow,I really like snowfall.,100.0,127.27
common_voice_bsk_41999881.wav,she rode the horse,she fell on her back.,100.0,72.22
common_voice_bsk_41999885.wav,Everyone liked this story,Everyone liked this story very much.,50.0,44.0
common_voice_bsk_41999888.wav,Do you understand english?,Do you understand English?,25.0,3.85
common_voice_bsk_41999890.wav,Welldone,Well done,200.0,12.5
common_voice_bsk_41999891.wav,Now come,come now.,100.0,75.0
common_voice_bsk_41999898.wav,He is a naughty child,he is a very nice person.,80.0,80.95
common_voice_bsk_41999899.wav,it has gotten dark here.,It is dark outside.,80.0,66.67
common_voice_bsk_41999907.wav,Will you drink chamus?,Would you like to drink apricot juice?,125.0,100.0
common_voice_bsk_41999928.wav,I am dying,I am going.,33.33,30.0
common_voice_bsk_41999930.wav,The water overflowed through the glass.,the water spilled from the glass.,50.0,33.33
common_voice_bsk_41999947.wav,Bring me a smoke from the market.,Bring me a smoke ( cigarette or something else) from the market.,71.43,93.94
common_voice_bsk_41999960.wav,Where have they gone?,where should i put it?,125.0,71.43
common_voice_bsk_41999963.wav,How much are these gloves for?,How much are these gloves for?,0.0,0.0
common_voice_bsk_41999972.wav,it was flying and it saw him climbing up the mountain,"While flying, I saw a hunter walking on the mountain.",90.91,50.94
common_voice_bsk_41999973.wav,this is beyond my understanding.,It is beyond my thinking.,40.0,40.62
common_voice_bsk_41999994.wav,The sweater is soaked in the water.,There is a sweater in the water.,57.14,37.14
common_voice_bsk_41999996.wav,what is your name?,What is your name?,25.0,5.56
common_voice_bsk_41999997.wav,eat a little more,Eat a little more.,50.0,11.76
common_voice_bsk_42000001.wav,Is there one glass of water?,is there a glass of water?,33.33,14.29
common_voice_bsk_42000002.wav,The sparrow became worried.,he became very remorseful.,100.0,74.07
common_voice_bsk_42000009.wav,you hid from me,You hid from me.,50.0,13.33
common_voice_bsk_42000011.wav,I walked,I am walking.,100.0,87.5
common_voice_bsk_42000018.wav,the tune we listened to last night was good,The tune we listened to last night was good.,22.22,4.65
common_voice_bsk_42000024.wav,where are you from?,where are you from?,0.0,0.0
common_voice_bsk_42000026.wav,Im bored here/ Im not entertained here,i am not going there.,85.71,68.42
common_voice_bsk_42000027.wav,piyar teaches us burushaski,Piyar is doing Russian.,100.0,66.67
common_voice_bsk_42000039.wav,I'm eating rice.,I am eating rice.,66.67,12.5
common_voice_bsk_42010232.wav,"Go straight and then turn left, its there","you will walk straight from here, it will be on the left.",137.5,90.24
common_voice_bsk_42010262.wav,I will take these.,I will buy these.,25.0,22.22
common_voice_bsk_42010265.wav,Did I get a call?,Did I get a call?,0.0,0.0
common_voice_bsk_42010287.wav,Do you need something?,Do you need anything?,25.0,18.18
common_voice_bsk_42010338.wav,I cradled the baby bed.,I swing the cruddle.,60.0,60.87
common_voice_bsk_42010351.wav,They named him Ashur Jan.,They gave him the name Ashur Jan.,60.0,48.0
common_voice_bsk_42010387.wav,It's freezing cold.,Its freezing cold,66.67,10.53
common_voice_bsk_42010409.wav,I have a son and a daughter.,I have one son and one daughter.,28.57,21.43
common_voice_bsk_42010410.wav,I have a stomach pain.,It is bitter.,100.0,81.82
common_voice_bsk_42010421.wav,I'm going to Hunza.,I am going to Hunza.,50.0,10.53
common_voice_bsk_42010428.wav,I will not go.,I will not go.,0.0,0.0
common_voice_bsk_42028460.wav,tomorrow is saturday,Tomorrow is Saturday.,66.67,15.0
common_voice_bsk_42028464.wav,Today is sunday,Today is Sunday.,33.33,13.33
common_voice_bsk_42028470.wav,May God help,May God help you.,33.33,41.67
common_voice_bsk_42028471.wav,A grain of rice fell of,A grain of rice fell down.,16.67,17.39
common_voice_bsk_42028474.wav,what do you call this in Burushahski?,What do you call this in Burushahski?,14.29,2.7
common_voice_bsk_42028475.wav,we will say the same thing,I will say it by listening to you.,100.0,76.92
common_voice_bsk_42028504.wav,Im leaving,I am going.,150.0,70.0
common_voice_bsk_42028505.wav,The tune we listened to last night was good.,The tune we listened to last night was good.,0.0,0.0
common_voice_bsk_42028508.wav,I made her cry,I made her cry.,25.0,7.14
common_voice_bsk_42028530.wav,The movie that we watched yesterday was good.,The movie we watched last night was good.,37.5,28.89
common_voice_bsk_42028562.wav,I have to speak.,I have to speak.,0.0,0.0
common_voice_bsk_42028595.wav,Will you drop me here?,Or here it is burning.,100.0,95.45
common_voice_bsk_42028596.wav,He is a (phutkish) boy.,he is a very nice person.,80.0,65.22
common_voice_bsk_42028608.wav,I work daily.,I work everyday.,33.33,53.85
common_voice_bsk_42028609.wav,I am laughing.,I am laughing.,0.0,0.0
common_voice_bsk_42028626.wav,I keep you a secret.,I will hide you.,80.0,75.0
common_voice_bsk_42028630.wav,I had finished the rice when Taylor called me.,I was eating rice when Tyler called.,66.67,39.13
common_voice_bsk_42028635.wav,It is cloudy.,It is cloudy.,0.0,0.0
common_voice_bsk_42028637.wav,The water is boiling.,water is boiling.,25.0,19.05
common_voice_bsk_42028638.wav,How is it?,How is it?,0.0,0.0
common_voice_bsk_42028640.wav,Was there a call for me?,Did I get a call?,100.0,62.5
common_voice_bsk_42028642.wav,Sadaf buys food daily.,Sadaf buys food everyday.,25.0,31.82
common_voice_bsk_42028644.wav,There is a small table along with the bed.,There is a small table with the bed.,11.11,14.29
common_voice_bsk_42028645.wav,"Give us the bill, sweetheart.",Give us the bill dear.,40.0,27.59
common_voice_bsk_42028647.wav,Divide these among yourselves.,Distribute these amongst yourselves.,50.0,26.67
common_voice_bsk_42028652.wav,My mothers makes the food for me.,My mother cooks food for me.,42.86,27.27
common_voice_bsk_42028805.wav,How much money do you have?,How much money do you have?,0.0,0.0
common_voice_bsk_42028806.wav,He was a king.,There was a King,50.0,42.86
common_voice_bsk_42028810.wav,People were very afraid of him.,He was very scared of the people.,83.33,70.97
common_voice_bsk_42028811.wav,It is sweet to wait for you.,Waiting for you is a sweet joy.,100.0,85.71
common_voice_bsk_42028815.wav,What is the time?,What is the day?,25.0,23.53
common_voice_bsk_42028819.wav,I drink water.,I drank water.,33.33,7.14
common_voice_bsk_42028826.wav,My foot has swollen.,The goat gave birth,100.0,80.0
common_voice_bsk_42028827.wav,It is 9 o’clock.,Its 9:00,100.0,68.75
common_voice_bsk_42028830.wav,The car has no tyres.,The car does not have tires.,80.0,47.62
common_voice_bsk_42028834.wav,"Do you know, I will ask from somewhere else.",Do you know where I can get it?,77.78,61.36
common_voice_bsk_42028838.wav,I told him to boil the water.,I told him to boil the water.,0.0,0.0
common_voice_bsk_42028848.wav,We will speak at the same time.,We will speak in one voice.,57.14,35.48
common_voice_bsk_42029188.wav,I am enjoying here a lot.,I am having a lot of fun here.,100.0,80.0
common_voice_bsk_42029199.wav,The lady standing by the door is my sister.,The woman standing at the door is my sister,33.33,18.6
common_voice_bsk_42029214.wav,She fell down.,She fell down,33.33,7.14
common_voice_bsk_42029217.wav,I am going to tell her the truth.,I am going to tell her the truth,12.5,3.03
common_voice_bsk_42029224.wav,People were too afraid of him.,People were scared of him,50.0,26.67
common_voice_bsk_42029229.wav,He felt very sad.,the bird’s heart was broken by the thief.,200.0,188.24
common_voice_bsk_42029231.wav,They are tall and beautiful.,they are tall and beautiful.,20.0,3.57
common_voice_bsk_42029260.wav,The lady that I talked about to you is this.,The woman I told you about is hers.,70.0,50.0
common_voice_bsk_42029264.wav,Was it fun?,Did you enjoy?,100.0,100.0
common_voice_bsk_42029269.wav,I am walking.,I am walking.,0.0,0.0
common_voice_bsk_42029290.wav,"You have dropped it, pick it up yourself.","I am giving it to you, you take it",112.5,70.73
common_voice_bsk_42029403.wav,How much do those gloves cost?,How much are those gloves for?,33.33,20.0
common_voice_bsk_42029422.wav,Give me your number.,Give me your number.,0.0,0.0
common_voice_bsk_42029423.wav,I am eating potatoes.,I am eating potatoes.,0.0,0.0
common_voice_bsk_42029424.wav,It has gone that way.,It is on that way.,40.0,19.05
common_voice_bsk_42029430.wav,Wash clothes.,Wash the clothes.,50.0,30.77
common_voice_bsk_42029432.wav,The bread is baking.,The bread is in the oven.,75.0,55.0
common_voice_bsk_42029433.wav,Are you awake?,are you awake?,33.33,7.14
common_voice_bsk_42029435.wav,Is there something cheaper than these?,Are there any cheaper than these?,33.33,28.95
common_voice_bsk_42029436.wav,She sat.,She stayed.,50.0,50.0
common_voice_bsk_42029460.wav,Bring a cigarette for me from the market.,Bring me a smoke ( cigarette or something else) from the market.,75.0,60.98
common_voice_bsk_42029470.wav,I am feeling hungry.,I am hungry.,25.0,40.0
common_voice_bsk_42029471.wav,Stay away from fire.,Stay away from fire.,0.0,0.0
common_voice_bsk_42029486.wav,Monkey jumped into water.,The monkey jumped into the water.,75.0,36.0
common_voice_bsk_42029493.wav,They are three men.,There are three men.,25.0,10.53
common_voice_bsk_42029501.wav,Listen to me.,Listen to me.,0.0,0.0
common_voice_bsk_42029503.wav,The wait for you is sweet.,Waiting for you is a sweet joy.,83.33,53.85
common_voice_bsk_42029518.wav,"In Hunza, children adore the father's family more than their mother’s family.",In our Hunza children love their paternal grandparents more than their maternal grandparents.,66.67,54.55
common_voice_bsk_42029527.wav,There are a lot of stories in every language of Gilgit-Baltistan.,In every language of Gilgit-Baltistan there are many stories.,90.91,78.46
common_voice_bsk_42029718.wav,He is your brother,He is your brother.,25.0,5.56
common_voice_bsk_42042471.wav,Tumomi is really nice,The milk is good for the body,150.0,100.0
common_voice_bsk_42042479.wav,What is the time?,What time is it?,75.0,52.94
common_voice_bsk_42042506.wav,"Unsure of what to do next, he sat on a rock, deep in thought",He sat on a rock thinking what to do next.,92.86,75.0
common_voice_bsk_42042516.wav,How much is the meadow far from here,How far is it from here to the mountain?,87.5,77.78
common_voice_bsk_42042518.wav,You cannot go to park,You can not go to the park,60.0,23.81
common_voice_bsk_42045007.wav,Who ate my food,Who ate my food?,25.0,6.67
common_voice_bsk_42045019.wav,The man falls everyday,The man falls every day.,50.0,9.09
common_voice_bsk_42045033.wav,You slept early today,I am not giving you money today.,175.0,104.76
common_voice_bsk_42045061.wav,I thanked the lady,I thanked the lady,0.0,0.0
common_voice_bsk_42045070.wav,Who are you?,Who are you?,0.0,0.0
common_voice_bsk_42045088.wav,Everyday (he/they) used to eat a child,he used to eat one child every day.,71.43,78.95
common_voice_bsk_42045089.wav,Nobody has seen my daughter yet,I never saw my daughter.,83.33,54.84
common_voice_bsk_42045095.wav,The child got sick,The child got sick,0.0,0.0
common_voice_bsk_42045107.wav,The whole area felt strange,The whole country has become strange.,80.0,55.56
common_voice_bsk_42045120.wav,He came earlier,He was here before.,100.0,80.0
common_voice_bsk_42045121.wav,I have one rupee,I have one rupee.,25.0,6.25
common_voice_bsk_42045141.wav,I turned on the bulb,I burned the bulb.,60.0,25.0
common_voice_bsk_42045147.wav,My throat is hurting,My throat is hurting,0.0,0.0
common_voice_bsk_42045184.wav,She is asking a question from us,She is asking a question from us.,14.29,3.12
common_voice_bsk_42045200.wav,The car hit a tree,The car stopped at the tree,60.0,66.67
common_voice_bsk_42045205.wav,From where have you arranged a marriage proposal for him with a girl?,Where did you get the idea of making a girl?,76.92,57.97
common_voice_bsk_42045211.wav,He had one daughter,There was one girl,75.0,68.42
common_voice_bsk_42045212.wav,Do you want to play cricket?,do you play cricket?,50.0,32.14
common_voice_bsk_42045219.wav,This is mine,this is mine.,66.67,16.67
common_voice_bsk_42045223.wav,He was diamond below his tummy,He was silver before his belly button.,66.67,70.0
common_voice_bsk_42045232.wav,She gave birth to a girl,She gave birth to a girl,0.0,0.0
common_voice_bsk_42045248.wav,The king had allied the Ashurjan people with the Diram people.,The king gave him money to build a wall around the river.,90.91,66.13
common_voice_bsk_42045252.wav,Pull up your sweater,Who is it that you are looking for?,200.0,135.0
common_voice_bsk_42045254.wav,He went to his town after getting married. Grandmother was in Hunza,"After getting married, he went back to his homeland; Grandma was still here in Hunza.",100.0,82.09
common_voice_bsk_42045270.wav,Grandfather told grandmother that his son was going to be born on the day of Ashura and that his name should be Ashurjan,"Grandfather told grandmother that on Ashura day, he will give birth to a boy.",78.26,56.67
common_voice_bsk_42045273.wav,The plane flew/flies,The aeroplane has flown.,100.0,65.0
common_voice_bsk_42045287.wav,What are you recording,Why are you going to America?,100.0,77.27
common_voice_bsk_42045290.wav,"What are you saying? I can’t hear/understand you, please speak louder.","I don’t understand what you are saying, can you please say that aloud.",109.09,70.0
common_voice_bsk_42045296.wav,My mother had a very deep bond with her parents because my father’s parents had passed away before I was born,"My mother’s parents were very close to me, my father’s parents passed away before I was born.",52.38,36.7
common_voice_bsk_42045301.wav,"Dear cat, please eat that rat",Oh cat please eat this mouse,66.67,41.38
common_voice_bsk_42045328.wav,Step outside,Come out.,100.0,66.67
common_voice_bsk_42045357.wav,I saw a dream,I saw a dream.,25.0,7.69
common_voice_bsk_42045361.wav,I am old,I am old.,33.33,12.5
common_voice_bsk_42045374.wav,Jan is standing between ammie and marry,Jaan is standing between Amie and Marie.,42.86,17.95
common_voice_bsk_42045382.wav,He sent a letter,He sent a letter.,25.0,6.25
common_voice_bsk_42045393.wav,I love snowfall,I really like snowfall.,100.0,66.67
common_voice_bsk_42045424.wav,The sweater is short,The sweater is small.,25.0,25.0
common_voice_bsk_42045432.wav,You have to give me,You have to give me.,20.0,5.26
common_voice_bsk_42045433.wav,Nothing,Nothing at all.,200.0,114.29
common_voice_bsk_42045544.wav,It’s bright,It is very bright.,200.0,72.73
common_voice_bsk_42045598.wav,I don’t have fun here,I am not sleeping here.,80.0,57.14
common_voice_bsk_42045648.wav,the woman helped me.,this woman helped me,50.0,15.0
common_voice_bsk_42045653.wav,you ask from him.,you ask from him.,0.0,0.0
common_voice_bsk_42045654.wav,Thank You.,"Thank you, thank you.",150.0,120.0
common_voice_bsk_42045674.wav,There are Pancakes too.,There are also Giyalin.,50.0,52.17
common_voice_bsk_42045682.wav,The woman I told you about is hers.,i told the woman that she is the one.,100.0,77.14
common_voice_bsk_42045721.wav,i am infront of you/ ahead of you.,i am in front of you.,50.0,44.12
common_voice_bsk_42045724.wav,we left when he came.,We went to the door.,100.0,57.14
common_voice_bsk_42045747.wav,the donkey works daily.,the donkey works everyday.,25.0,30.43
common_voice_bsk_42045803.wav,then he shedded all her hair/wool.,then the bird called to everyone.,83.33,58.82
common_voice_bsk_42045812.wav,i m a girl.,i am a girl.,25.0,9.09
common_voice_bsk_42045813.wav,a man is killing a cow.,A man is missing his wife.,66.67,47.83
common_voice_bsk_42045832.wav,i brush my teeth twice a day.,I brush my teeth twice a day.,14.29,3.45
common_voice_bsk_42045845.wav,i just ate the potatoes.,I just ate potatoes.,40.0,20.83
common_voice_bsk_42045856.wav,i will ask questions.,We will ask questions.,25.0,9.52
common_voice_bsk_42045862.wav,he used to work in the upper village.,He also did stone work.,100.0,75.68
common_voice_bsk_42045863.wav,they are here.,they are here,33.33,7.14
common_voice_bsk_42045864.wav,what is in the bag?,What is in this bag?,40.0,15.79
common_voice_bsk_42086673.wav,she gave birth to a boy.,she gave birth to twins.,33.33,20.83
common_voice_bsk_42086679.wav,my grandfather was a leader,My father was a calipa.,60.0,48.15
common_voice_bsk_42086699.wav,give us mutton curry and vegetable curry.,One mutton curry and one vegetable curry.,42.86,24.39
common_voice_bsk_42086700.wav,this is mine.,this is mine.,0.0,0.0
common_voice_bsk_42086724.wav,it is a bit far from here.,It is a bit far from here.,14.29,3.85
common_voice_bsk_42086725.wav,she missed the return of the bird.,the bird came and the butter came.,100.0,70.59
common_voice_bsk_42086740.wav,I will be going.,I am about to leave.,100.0,93.75
common_voice_bsk_42086741.wav,the bird complained to the wind.,the wind complained to the bird.,33.33,12.5
common_voice_bsk_42086905.wav,it’s dark outside.,It is dark outside.,66.67,16.67
common_voice_bsk_42086921.wav,you came.,Did you come?,100.0,66.67
common_voice_bsk_42086931.wav,he is a prisoner.,he is a prisoner.,0.0,0.0
common_voice_bsk_42086934.wav,you are mistaken here.,You are mistaken here.,25.0,4.55
common_voice_bsk_42086974.wav,tell me the truth. / Speak the truth.,tell me the truth.,50.0,51.35
common_voice_bsk_42086975.wav,I swung at him.,I made a plan.,75.0,66.67
common_voice_bsk_42087020.wav,It Couldn’t get there and pleaded with the thorn.,he begged the thorn that didn’t prick.,100.0,69.39
common_voice_bsk_42095499.wav,come now.,"Here, take this.",150.0,144.44
common_voice_bsk_42095580.wav,where were you born?,where were you born?,0.0,0.0
common_voice_bsk_42095636.wav,cradle the baby.,He moved the baby.,66.67,43.75
common_voice_bsk_42095639.wav,she is my aunty.,she is my aunt.,25.0,6.25
common_voice_bsk_42095642.wav,drop me right here.,drop me right here.,0.0,0.0
common_voice_bsk_42095656.wav,I came from so far away.,I came from very far away.,16.67,16.67
common_voice_bsk_42095658.wav,which book?,Which book?,50.0,9.09
common_voice_bsk_42095678.wav,I am sending a letter to you.,i am sending a letter to you.,14.29,3.45
common_voice_bsk_42095690.wav,it is too expensive.,It is too expensive.,25.0,5.0
common_voice_bsk_42095706.wav,Everyone really liked/loved that story.,everyone loved this story.,80.0,41.03
common_voice_bsk_42095715.wav,It is nice to see you.,I am happy to see you.,50.0,36.36
common_voice_bsk_42095727.wav,"Not salty, but sweet.","No salt, sugar.",100.0,47.62
common_voice_bsk_42095742.wav,"Shouldn’t I burn this nice wood, but those nasty, prickly thorns instead.","I will not learn this good advice, but I will learn to sing this song.",108.33,67.12
common_voice_bsk_42095747.wav,It’s cloudy.,It is cloudy.,100.0,16.67
common_voice_bsk_42095773.wav,I saw these men yesterday.,I saw this man yesterday.,40.0,11.54
common_voice_bsk_42095780.wav,The boy is tall.,the boy is tall.,25.0,6.25
common_voice_bsk_42095806.wav,This is mine.,this is mine.,33.33,7.69
common_voice_bsk_42095807.wav,The sky is rumbling.,There is thunder in the sky.,150.0,95.0
common_voice_bsk_42095818.wav,I give you a letter.,I am giving you a letter.,40.0,30.0
common_voice_bsk_42095821.wav,There are a lot of lessons in the story.,There are a lot of things to learn in a story.,44.44,40.0
common_voice_bsk_42095822.wav,Is your family doing well?,How are your kids?,100.0,73.08
common_voice_bsk_42095824.wav,My grandmother is making me food.,Mother is preparing dinner for me.,100.0,66.67
common_voice_bsk_42095841.wav,I am happy to see you.,I am happy to see you.,0.0,0.0
common_voice_bsk_42095842.wav,Did you have fun?,Did you enjoy?,50.0,41.18
common_voice_bsk_42188952.wav,The sky is rumbling.,There is thunder in the sky.,150.0,95.0
common_voice_bsk_42188954.wav,Close the door.,close the door.,33.33,6.67
common_voice_bsk_42188979.wav,Take care of yourself.,Take care of yourself.,0.0,0.0
common_voice_bsk_42188982.wav,Today’s lesson is very hard.,Today’s lesson is very hard,20.0,3.57
common_voice_bsk_42189002.wav,All thanks to God.,It’s all thanks to God’s kindness,100.0,94.44
common_voice_bsk_42189060.wav,How much is this for?,How much is this for?,0.0,0.0
common_voice_bsk_42189061.wav,May God help!,May God help you,66.67,30.77
common_voice_bsk_42189070.wav,This coat looks good on me.:,This coat suits me.,66.67,46.43
common_voice_bsk_42189073.wav,I will walk.,I will walk,33.33,8.33
common_voice_bsk_42189074.wav,I am doing well. How about you?,"I am fine, you tell me.",71.43,61.29
common_voice_bsk_42189093.wav,I walked.,I am walking.,100.0,66.67
common_voice_bsk_42189118.wav,All of you come in.,"Everyone, come inside.",80.0,73.68
common_voice_bsk_42189123.wav,The boy peed his pants.,The boy peed himself.,40.0,30.43
common_voice_bsk_42189125.wav,"Here in every language of Gilgit-Baltistan, there are many stories.",In every language of Gilgit-Baltistan there are many stories.,30.0,10.45
common_voice_bsk_42189126.wav,"The woman I told you about, this is her.",The woman I told you about is her.,22.22,15.0
common_voice_bsk_42189133.wav,You like bananas.,You like bananas,33.33,5.88
common_voice_bsk_42189142.wav,This is beyond my comprehension.,It is beyond my thinking.,40.0,43.75
common_voice_bsk_42189145.wav,I have told this story to many of my friends in my childhood.,I have told this story to many friends in my childhood,23.08,11.48
common_voice_bsk_42189146.wav,There is a knocking on the door.,There is a knock on the door.,14.29,9.38
common_voice_bsk_42189149.wav,She fell down.,She fell down.,0.0,0.0
common_voice_bsk_42189185.wav,The time is 8 o’clock.,It is 9 o’clock.,60.0,36.36
common_voice_bsk_42189195.wav,Where are you headed off to?,Where should I put it?,83.33,57.14
common_voice_bsk_42189209.wav,It tastes bitter.,It is bitter.,33.33,29.41
common_voice_bsk_42189211.wav,Is your body all well now?,Is your body well now?,16.67,15.38
common_voice_bsk_42189212.wav,The boy is upset.,The hunter went to kill the wolf.,150.0,147.06
