filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
P-016_Pas_440.wav,The house was built last year.,The house was built last year.,the house was built last year,the house was built last year,0.0,0.0
P-016_Pas_442.wav,The letter was written.,The letter was written.,the letter was written,the letter was written,0.0,0.0
P-016_Pas_452.wav,The girl was taught by her mother.,The girl was taught by her mother.,the girl was taught by her mother,the girl was taught by her mother,0.0,0.0
P-016_Pos_383.wav,My family has land near the river.,My family has land near the river.,my family has land near the river,my family has land near the river,0.0,0.0
P-016_Pos_384.wav,They have no money.,They have no money.,they have no money,they have no money,0.0,0.0
P-016_Pos_390.wav,They have a plan.,They have a plan.,they have a plan,they have a plan,0.0,0.0
P-016_Pos_397.wav,Their shop has fresh bread.,Their shop has fresh bread.,their shop has fresh bread,their shop has fresh bread,0.0,0.0
P-016_Pos_398.wav,The river has clear water.,The river has clear water.,the river has clear water,the river has clear water,0.0,0.0
P-016_Pos_400.wav,The city has many parks.,The city has many parks.,the city has many parks,the city has many parks,0.0,0.0
P-016_Pos_404.wav,I have work to do today.,I have work to do today.,i have work to do today,i have work to do today,0.0,0.0
P-016_Pro_245.wav,You are late.,You are late.,you are late,you are late,0.0,0.0
P-016_Pro_249.wav,We will go tomorrow.,We will go tomorrow.,we will go tomorrow,we will go tomorrow,0.0,0.0
P-016_Pro_250.wav,I saw them.,I saw them.,i saw them,i saw them,0.0,0.0
P-016_Pro_259.wav,She talked about herself.,She talked about herself.,she talked about herself,she talked about herself,0.0,0.0
P-016_Pro_266.wav,These are my clothes.,These are my clothes.,these are my clothes,these are my clothes,0.0,0.0
P-016_Pro_271.wav,Leave it over there.,Leave it over there.,leave it over there,leave it over there,0.0,0.0
P-016_Ref_128.wav,Nobody loved her.,Nobody loved her.,nobody loved her,nobody loved her,0.0,0.0
P-016_Ref_132.wav,Muhammad and Ahmad looked at each other.,Muhammad and Ahmad looked at each other.,muhammad and ahmad looked at each other,muhammad and ahmad looked at each other,0.0,0.0
P-016_Ref_133.wav,We met each other.,We met each other.,we met each other,we met each other,0.0,0.0
P-016_Simple_18.wav,I will go when my mother comes.,I will go when my mother comes.,i will go when my mother comes,i will go when my mother comes,0.0,0.0
P-016_Simple_19.wav,"If it rains a lot, the plants will grow better.","If it rains a lot, the plants will grow better.",if it rains a lot the plants will grow better,if it rains a lot the plants will grow better,0.0,0.0
P-016_Simple_21a.wav,She (right here) wanted to sleep early.,She (right here) wanted to sleep early.,she right here wanted to sleep early,she right here wanted to sleep early,0.0,0.0
P-016_Simple_21b.wav,She (not here) wanted to sleep early.,She (not here) wanted to sleep early.,she not here wanted to sleep early,she not here wanted to sleep early,0.0,0.0
P-016_Simple_29.wav,"Although it was late, they (not here) kept working.","Although it was late, they (not here) kept working.",although it was late they not here kept working,although it was late they not here kept working,0.0,0.0
P-016_Simple_5b.wav,Her (not here) name is Fatima.,Her (not here) name is Fatima.,her not here name is fatima,her not here name is fatima,0.0,0.0
P-016_Simple_7a.wav,She (right here) saw a man.,She (right here) saw a man.,she right here saw a man,she right here saw a man,0.0,0.0
P-016_TAM_65.wav,I am walking to field now.,I am walking to field now.,i am walking to field now,i am walking to field now,0.0,0.0
P-016_TAM_66.wav,I was walking.,I was walking.,i was walking,i was walking,0.0,0.0
P-016_TAM_67.wav,I fell down when she pushed me.,I fell down when she pushed me.,i fell down when she pushed me,i fell down when she pushed me,0.0,0.0
P-016_TAM_75.wav,You walk to school daily.,You walk to school daily.,you walk to school daily,you walk to school daily,0.0,0.0
P-016_TAM_82.wav,I might walk there later.,I might walk there later.,i might walk there later,i might walk there later,0.0,0.0
P-016_TAM_87.wav,She has already walked to the village.,She has already walked to the village.,she has already walked to the village,she has already walked to the village,0.0,0.0
P-016_TAM_90.wav,"I want to walk, but I am tired.","I want to walk, but I am tired.",i want to walk but i am tired,i want to walk but i am tired,0.0,0.0
P-016_TAM_91.wav,"If it rains, we will walk later.","If it rains, we will walk later.",if it rains we will walk later,if it rains we will walk later,0.0,0.0
P-016_TAM_93.wav,They might have walked without us.,They might have walked without us.,they might have walked without us,they might have walked without us,0.0,0.0
P-016_Val_281.wav,The door opened.,The door opened.,the door opened,the door opened,0.0,0.0
P-016_Val_285.wav,The pot broke.,The pot broke.,the pot broke,the pot broke,0.0,0.0
P-016_Val_295.wav,The ice melted.,The ice melted.,the ice melted,the ice melted,0.0,0.0
P-016_Val_298.wav,She made him go.,She made him go.,she made him go,she made him go,0.0,0.0
P-016_Val_307.wav,He swam.,He swam.,he swam,he swam,0.0,0.0
P-024_Case_46.wav,My sister is in school.,My sister is in school.,my sister is in school,my sister is in school,0.0,0.0
P-024_Case_48.wav,He wrote the letter with a pen.,He wrote the letter with a pen.,he wrote the letter with a pen,he wrote the letter with a pen,0.0,0.0
P-024_Case_50.wav,We washed the clothes with soap.,We washed the clothes with soap.,we washed the clothes with soap,we washed the clothes with soap,0.0,0.0
P-024_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-024_Case_55.wav,He is in the house.,He is in the house.,he is in the house,he is in the house,0.0,0.0
P-024_Case_56.wav,I shall go to the north tomorrow.,I shall go to the north tomorrow.,i shall go to the north tomorrow,i shall go to the north tomorrow,0.0,0.0
P-024_Cau_318.wav,I made the girl clean the room with a broom.,I made the girl clean the room with a broom.,i made the girl clean the room with a broom,i made the girl clean the room with a broom,0.0,0.0
P-024_Cau_326.wav,I am unable to walk.,I am unable to walk.,i am unable to walk,i am unable to walk,0.0,0.0
P-024_Cau_336.wav,The wind made the trees fall.,The wind made the trees fall.,the wind made the trees fall,the wind made the trees fall,0.0,0.0
P-024_Cau_337.wav,The doctor made me take medicine.,The doctor made me take medicine.,the doctor made me take medicine,the doctor made me take medicine,0.0,0.0
P-024_Cau_338.wav,She made them tell the truth.,She made them tell the truth.,she made them tell the truth,she made them tell the truth,0.0,0.0
P-024_Cau_339.wav,We made him carry the bags.,We made him carry the bags.,we made him carry the bags,we made him carry the bags,0.0,0.0
P-024_Cau_341.wav,The heat made the ice melt.,The heat made the ice melt.,the heat made the ice melt,the heat made the ice melt,0.0,0.0
P-024_Cls_186.wav,Dogs are barking.,Dogs are barking.,dogs are barking,dogs are barking,0.0,0.0
P-024_Cls_191.wav,This is a door.,This is a door.,this is a door,this is a door,0.0,0.0
P-024_Cls_194.wav,There is no water in the tank.,There is no water in the tank.,there is no water in the tank,there is no water in the tank,0.0,0.0
P-024_Cls_197.wav,Tie them with a rope.,Tie them with a rope.,tie them with a rope,tie them with a rope,0.0,0.0
P-024_Cls_199.wav,There are two books on the table.,There are two books on the table.,there are two books on the table,there are two books on the table,0.0,0.0
P-024_Cls_200.wav,The labourer needs fifty stones to build a house.,The labourer needs fifty stones to build a house.,the labourer needs fifty stones to build a house,the labourer needs fifty stones to build a house,0.0,0.0
P-024_Cls_207.wav,He bought three pieces of cloth.,He bought three pieces of cloth.,he bought three pieces of cloth,he bought three pieces of cloth,0.0,0.0
P-024_Cls_210.wav,They carried ten bags of rice.,They carried ten bags of rice.,they carried ten bags of rice,they carried ten bags of rice,0.0,0.0
P-024_ECV_162.wav,He blessed us.,He blessed us.,he blessed us,he blessed us,0.0,0.0
P-024_ECV_167.wav,I came here to see you.,I came here to see you.,i came here to see you,i came here to see you,0.0,0.0
P-024_ECV_172.wav,"He stood up, picked the bag, and left.","He stood up, picked the bag, and left.",he stood up picked the bag and left,he stood up picked the bag and left,0.0,0.0
P-024_ECV_173.wav,She cooked food and served the children.,She cooked food and served the children.,she cooked food and served the children,she cooked food and served the children,0.0,0.0
P-024_ECV_177.wav,She went to the market to buy vegetables.,She went to the market to buy vegetables.,she went to the market to buy vegetables,she went to the market to buy vegetables,0.0,0.0
P-024_Int_218.wav,When will you return?,When will you return?,when will you return,when will you return,0.0,0.0
P-024_Int_220.wav,Which book do you want?,Which book do you want?,which book do you want,which book do you want,0.0,0.0
P-024_Int_221.wav,Whose bag is this?,Whose bag is this?,whose bag is this,whose bag is this,0.0,0.0
P-024_Int_236.wav,Can she speak English?,Can she speak English?,can she speak english,can she speak english,0.0,0.0
P-024_Int_353.wav,Do you trust him?,Do you trust him?,do you trust him,do you trust him,0.0,0.0
P-024_Int_358.wav,What are they looking at?,What are they looking at?,what are they looking at,what are they looking at,0.0,0.0
P-024_Int_363.wav,Who are you going with?,Who are you going with?,who are you going with,who are you going with,0.0,0.0
P-024_Int_367.wav,Do they have enough food?,Do they have enough food?,do they have enough food,do they have enough food,0.0,0.0
P-024_Int_370.wav,May I open the door?,May I open the door?,may i open the door,may i open the door,0.0,0.0
P-024_Int_371.wav,Why didn’t you tell me?,Why didn’t you tell me?,why didn’t you tell me,why didn’t you tell me,0.0,0.0
P-024_Neg_101.wav,They have finished their job.,They have finished their job.,they have finished their job,they have finished their job,0.0,0.0
P-024_Neg_109.wav,I have no money.,I have no money.,i have no money,i have no money,0.0,0.0
P-024_Neg_116.wav,Nothing can be done about his illness.,Nothing can be done about his illness.,nothing can be done about his illness,nothing can be done about his illness,0.0,0.0
P-024_Neg_119.wav,Not even my sister believed me.,Not even my sister believed me.,not even my sister believed me,not even my sister believed me,0.0,0.0
P-024_Neg_121.wav,Not everyone passed.,Not everyone passed.,not everyone passed,not everyone passed,0.0,0.0
P-024_Neg_123.wav,If you don’t study you will fail.,If you don’t study you will fail.,if you don’t study you will fail,if you don’t study you will fail,0.0,0.0
P-024_Neg_94a.wav,He (right here) is not a teacher.,He (right here) is not a teacher.,he right here is not a teacher,he right here is not a teacher,0.0,0.0
P-024_Pos_377.wav,She has a new phone.,She has a new phone.,she has a new phone,she has a new phone,0.0,0.0
P-024_Pos_380.wav,We have three goats.,We have three goats.,we have three goats,we have three goats,0.0,0.0
P-024_Pos_381.wav,She has a daughter.,She has a daughter.,she has a daughter,she has a daughter,0.0,0.0
P-024_Pos_386.wav,She has a headache.,She has a headache.,she has a headache,she has a headache,0.0,0.0
P-024_Pos_387.wav,I have an illness.,I have an illness.,i have an illness,i have an illness,0.0,0.0
P-024_Pos_391.wav,She has good ideas.,She has good ideas.,she has good ideas,she has good ideas,0.0,0.0
P-024_Pos_392.wav,The school has many teachers.,The school has many teachers.,the school has many teachers,the school has many teachers,0.0,0.0
P-024_Pro_245.wav,You are late.,You are late.,you are late,you are late,0.0,0.0
P-024_Pro_250.wav,I saw them.,I saw them.,i saw them,i saw them,0.0,0.0
P-024_Pro_253.wav,He helped us.,He helped us.,he helped us,he helped us,0.0,0.0
P-024_Pro_256.wav,Their car is new.,Their car is new.,their car is new,their car is new,0.0,0.0
